,Response
Node000,-0.4275608370399284
Node001,-0.8130553324915917
Node002,-1.0457131719227581
Node003,0.1531233817875199
Node004,0.8283235188711959
Node005,-0.01203245659861422
Node006,-0.9372456320224312
Node007,-0.3014713206643361
Node008,-1.8699247399347725
Node009,0.8294245178629409
Node010,0.6934704868226055
Node011,-0.7407505782018257
Node012,0.09990336650602254
Node013,0.21704019518636467
Node014,-0.10381406167088832
Node015,0.7331600098209885
Node016,1.4840972764106952
Node017,1.1259197343303842
Node018,1.0183919251111313
Node019,-0.04391177653109401
Node020,0.6365003375526352
Node021,0.7952079972630275
Node022,-0.03914586009981745
Node023,0.8148464682832184
Node024,-1.1659153891484688
Node025,0.08763929316887675
Node026,-0.03345420059738137
Node027,-0.11423242814599005
Node028,0.3069294040503218
Node029,0.2655627902733469
Node030,-0.942103921485263
Node031,-0.12310712220256421
Node032,-0.38259877797446273
Node033,0.6986055827015102
Node034,-0.4116141943420363
Node035,0.3547859921007445
Node036,-0.781483418170526
Node037,1.540545506620226
Node038,-0.9949719872028079
Node039,0.3225777953915418
Node040,-0.67031808647062
Node041,0.32466278720997194
Node042,0.9588843262679098
Node043,0.6946358107098474
Node044,-1.0083672107518404
Node045,-0.09625506434163726
Node046,-0.8089119695575029
Node047,-0.5332063036264765
Node048,-1.0363017817360596
Node049,0.4228379634949634
Node050,1.5336762347249406
Node051,2.3769530951013724
Node052,-0.8600637212097942
Node053,1.0818596012749033
Node054,0.35380192760972556
Node055,0.7818473730466622
Node056,2.3091407322334256
Node057,1.3972998113195958
Node058,0.49483389013574003
Node059,0.6404563640414116
Node060,0.5433500508109391
Node061,0.7634207163492912
Node062,-0.3203150801270145
Node063,0.689770162474171
Node064,-0.9369295504182437
Node065,-0.692922837857615
Node066,-1.516120435358855
Node067,-0.231618467255971
Node068,1.2278273505365158
Node069,-1.5453424933611175
Node070,-0.9129767898342592
Node071,2.235216412396511
Node072,0.25547294710149276
Node073,0.16757302420100997
Node074,0.8085334035360723
Node075,-0.33889675224236077
Node076,-0.4381792544741395
Node077,3.048238185350648
Node078,0.10517016238580294
Node079,0.8960059421852006
Node080,-1.706279207731766
Node081,-1.4057468796380699
Node082,-1.4973761797084437
Node083,2.501261318750865
Node084,-0.8937062335099815
Node085,0.4393484539618558
Node086,-0.3091883931650222
Node087,0.6285459165157896
Node088,0.1853502400572576
Node089,1.4983627016137429
Node090,-0.8974833356524059
Node091,1.909821815414779
Node092,-1.478749467749175
Node093,0.7539437679703357
Node094,0.37374813416115155
Node095,-0.09905646138944951
Node096,-1.6243340132390027
Node097,1.9864013899946364
Node098,1.4450081500216438
Node099,0.06718494381730487
Node100,0.6382679643331015
Node101,0.41297365379556095
Node102,-1.5176382803742607
Node103,0.44685980106554224
Node104,-0.5610210778142747
Node105,1.292025890247682
Node106,-0.7636491943774767
Node107,-0.4402601210207845
Node108,0.3945158749663846
Node109,-0.26160836292538503
Node110,1.228731831035544
Node111,0.9349239959768797
Node112,-0.0811576167034247
Node113,-0.04587582724486121
Node114,1.3269274985336075
Node115,-0.12551512653287536
Node116,1.3809786201404441
Node117,-0.6405419060653161
Node118,0.7132463350101316
Node119,-0.4455460454362687
Node120,1.5643672199552432
Node121,1.6953473662005583
Node122,-1.5268524109484223
Node123,0.9572891827946459
Node124,0.9418182398568261
Node125,-0.4867860337737535
Node126,0.5082736967436691
Node127,0.29742109840417796
Node128,0.26360346843347754
Node129,0.6930965209055513
Node130,-1.3138573086367018
Node131,-1.9357991523121223
Node132,-1.5473386238909506
Node133,0.7085533027636491
Node134,-0.5631199199427904
Node135,-0.13685455113148434
Node136,-0.12001680667273054
Node137,-0.9512821205920902
Node138,-0.2886465239996109
Node139,0.5998400591099043
Node140,0.40123854583410196
Node141,-0.14369230810562889
Node142,-0.9142246119702024
Node143,0.09683535439884869
Node144,0.2018097285313905
Node145,0.7365617192521744
Node146,0.2352469244120696
Node147,0.9906141437250516
Node148,-0.7604076169241841
Node149,-0.7535577750387287
Node150,-0.3612891175237355
Node151,-0.7135316362845722
Node152,1.5908992956048742
Node153,-0.09620952394476709
Node154,0.12362672935510532
Node155,-0.29237750192789697
Node156,0.6096395370463824
Node157,0.14303881288397124
Node158,-0.057882769127718905
Node159,1.800345607454875
Node160,-0.6678977873156646
Node161,-0.27381963098147627
Node162,-0.9183766800006531
Node163,-0.220064575683344
Node164,0.924278432033915
Node165,-1.057030290469735
Node166,0.6221792706909666
Node167,0.795016723004109
Node168,-0.176007346507126
Node169,-0.36179016518160456
Node170,-0.5686181730484686
Node171,0.3917479940103123
Node172,0.1378574902123126
Node173,0.4567256761045311
Node174,-0.012341042511121692
Node175,-0.06269358472487199
Node176,-1.104477810128498
Node177,0.6709215618662446
Node178,-2.431693172354437
Node179,0.5990082396183235
Node180,-0.10934626227601359
Node181,-0.3268656800886546
Node182,-0.859098680177354
Node183,-0.7311679921406842
Node184,-0.4397195163665857
Node185,0.7600148710410884
Node186,-0.6982699956203116
Node187,-0.5713437504037016
Node188,0.607774647033573
Node189,0.3126057371963511
Node190,1.326811501385057
Node191,0.892829006516645
Node192,-0.8700651708542121
Node193,-0.10001809690989986
Node194,0.8558024941676738
Node195,-1.055662054312547
Node196,-0.24830854898030386
Node197,-0.4892350054840337
Node198,-1.9332329894407776
Node199,-0.18808215525159716
