,Response
Node000,-0.13505535806419097
Node001,0.26493086794797105
Node002,-0.2588203817239325
Node003,0.5455590366332708
Node004,0.15208497661437426
Node005,0.22123408736663572
Node006,-0.8803438762380054
Node007,-1.227068685729492
Node008,0.6363081984470761
Node009,-1.3001476626203616
Node010,-0.19389888499303323
Node011,-0.6516862166970829
Node012,-1.3869549395948757
Node013,-0.15102234410178783
Node014,0.8227890204172138
Node015,0.8399284907308628
Node016,1.5764639949497985
Node017,-1.7353725165475957
Node018,-1.303051687804915
Node019,0.5924043675252487
Node020,-0.03905497142635208
Node021,0.8094272621971886
Node022,-0.38416792826535545
Node023,-0.7650879132644824
Node024,-1.1414521731804341
Node025,0.90972711046965
Node026,1.3692094921705589
Node027,-0.6386032194267008
Node028,0.6334893291807513
Node029,-1.924175234956843
Node030,0.7337112458384387
Node031,0.7862921334434579
Node032,-0.27715102884953874
Node033,0.839367679515678
Node034,-0.9702182233556869
Node035,0.32443132226417104
Node036,-0.3417624166484622
Node037,-0.7439564673635155
Node038,1.3704936927475657
Node039,-0.5138969501176808
Node040,-2.036126252175038
Node041,-0.7176276325673238
Node042,1.2012045640508109
Node043,-0.13007438845182487
Node044,-1.4683867122737209
Node045,-0.8410881242181348
Node046,0.7982708149064359
Node047,0.45920737055251454
Node048,-1.105941582406617
Node049,0.31109030737903787
Node050,0.125131234085502
Node051,0.22379349916947933
Node052,-0.4048081792217351
Node053,0.7813833728685329
Node054,-0.6485202611600597
Node055,-0.18986470191170998
Node056,0.14595097851694333
Node057,-0.4885490922149893
Node058,0.10234816894211593
Node059,0.5954029035378559
Node060,1.2323421135164534
Node061,0.6407665360387909
Node062,0.5717057761090891
Node063,-0.7168530675963091
Node064,0.2663550881105864
Node065,1.5067407803283428
Node066,0.7562322204778237
Node067,0.9307157735649616
Node068,-0.918392594461307
Node069,-0.2644514308268641
Node070,0.07442565796779568
Node071,0.2789431151312305
Node072,0.009206994321414773
Node073,-0.2654321949143904
Node074,0.7979980630427175
Node075,-0.6639104268791021
Node076,0.7731511338932474
Node077,-2.772427314587919
Node078,-0.42142502213941635
Node079,0.29453959269287644
Node080,-1.142450004845791
Node081,0.4295727410129518
Node082,0.2768013594421976
Node083,0.4245167013811878
Node084,-1.0614799380995557
Node085,0.8167863049884773
Node086,0.19471234926141112
Node087,0.3160359767528854
Node088,-0.5967893973663011
Node089,-0.7657511306758022
Node090,-1.0055301806442793
Node091,0.08709486669551718
Node092,1.1231271784135612
Node093,-2.077264124879207
Node094,-0.3487412937348888
Node095,1.3071034945110882
Node096,0.316155404020544
Node097,1.3821921169951437
Node098,0.40133260866740705
Node099,-1.1414934389995928
Node100,-0.7945762195271968
Node101,0.5330280902171839
Node102,1.2194219636000136
Node103,-0.2700928095485102
Node104,-0.35728841428563873
Node105,-0.7589763605395207
Node106,-0.43603432320248847
Node107,1.1868358229259832
Node108,1.5716469086400513
Node109,0.6893929070264946
Node110,1.165962864296283
Node111,-0.05423708100147077
Node112,1.1603520475170015
Node113,-0.23121506040842826
Node114,0.8623022404748336
Node115,-0.35215242670476765
Node116,-0.405910760659308
Node117,-0.01426899608588053
Node118,-1.3516961704356243
Node119,-1.5274479808078636
Node120,-1.160480529438781
Node121,-0.116737210354458
Node122,0.36788549549727717
Node123,0.3610862794793673
Node124,0.3927487598538678
Node125,0.12645791502910286
Node126,-0.08737595888358084
Node127,0.17661580016754244
Node128,-0.5646265446963087
Node129,-0.45081967552161867
Node130,-0.028569779029204042
Node131,1.092537843929804
Node132,-1.9113473979189652
Node133,0.2063901317065257
Node134,0.7562894791384136
Node135,-0.2206759882433865
Node136,-0.5501628577563948
Node137,1.946881999494277
Node138,-0.42360612789287966
Node139,0.8645690669052584
Node140,0.06121209369010314
Node141,-1.5806922885566184
Node142,-0.7397558989629652
Node143,-0.5446604903460508
Node144,-0.02848041018418767
Node145,0.11844460434161358
Node146,2.0623974555977336
Node147,1.1296914224691392
Node148,0.8834152646462661
Node149,0.16877711745134655
Node150,-1.522594524359732
Node151,-0.3079510688016425
Node152,-0.8385123180465671
Node153,1.2705303489873239
Node154,-0.5250916543478648
Node155,-0.26254357872554296
Node156,-1.5963820965882554
Node157,-0.04228118333666142
Node158,-1.4646903688789967
Node159,-0.9051547037613895
Node160,1.3334217403200268
Node161,1.7851355124894375
Node162,-0.6421069467497673
Node163,0.06004035855782295
Node164,1.137323656743595
Node165,0.5238118714983133
Node166,-0.2799204226477384
Node167,-0.5068810137753244
Node168,0.7570379311411568
Node169,-0.8337638564398696
Node170,-0.6200677839881432
Node171,-0.27277899943350875
Node172,-1.21838522541434
Node173,0.03503031705298809
Node174,0.67479315471158
Node175,0.9132695728510707
Node176,0.5857905085980993
Node177,0.7041610666058241
Node178,1.5246627076575057
Node179,-0.2727309239926865
Node180,0.9080083381813379
Node181,0.5896171268302075
Node182,0.7982622609270493
Node183,0.9479444708711049
Node184,-0.550367926092711
Node185,-0.5699241005806881
Node186,0.49047108189183186
Node187,-1.1045391769359452
Node188,-0.7601642490925051
Node189,-0.9529438691551675
Node190,-1.4377599210079666
Node191,-0.6589863528903144
Node192,-0.9289608366708163
Node193,1.167984192853957
Node194,-0.0854123325601543
Node195,0.4866599557821846
Node196,0.05031860574590049
Node197,-2.5288745159368338
Node198,-0.4613926172124136
Node199,0.043878331356393116
