,Response
Node000,-0.255436125899934
Node001,-0.27538312207335613
Node002,-0.032362196963773994
Node003,0.6724071844488039
Node004,-0.6050803029564437
Node005,-0.4948607357073563
Node006,2.318656902876194
Node007,-1.2500950468009189
Node008,-0.791960512689043
Node009,1.0182582274374539
Node010,-2.428965903994025
Node011,1.6176777045472657
Node012,-1.169388658534411
Node013,1.5473686993560753
Node014,1.109512370365431
Node015,-2.0855747431874807
Node016,-0.8846629263648069
Node017,-0.9058615716319959
Node018,2.0100926601462916
Node019,0.9806043323830584
Node020,-1.0972437585175099
Node021,-0.49081799326398784
Node022,0.6363515301085906
Node023,-0.41777871791757687
Node024,-2.5045440233180054
Node025,2.2288806209617413
Node026,-0.5805432558273054
Node027,-0.3307512189544521
Node028,-1.0600874901142734
Node029,-1.672963294185706
Node030,-0.6089512176391436
Node031,-0.24163780902516915
Node032,0.4170759521710524
Node033,-1.5393559309561906
Node034,0.7624886008364944
Node035,-1.0553830966578746
Node036,-1.0461207740293035
Node037,0.13378716296683274
Node038,-0.8576488047672246
Node039,-2.126056056102847
Node040,-0.05067742532341799
Node041,1.5636599200182841
Node042,0.5326146868511161
Node043,1.2456931866571146
Node044,2.9932768096131497
Node045,0.6810428906045154
Node046,-0.4802803336002866
Node047,1.3127448115074325
Node048,-0.06357319424481618
Node049,-0.6177837269673356
Node050,0.5608575126230991
Node051,-0.5529250392424768
Node052,-0.2527484319377645
Node053,-0.5399247830235515
Node054,1.0138767767713892
Node055,0.7148163209294486
Node056,2.0449624997890075
Node057,0.46126300859671404
Node058,0.006773479271096901
Node059,-1.9834795933310305
Node060,-0.5849850723576425
Node061,-1.4144899926560313
Node062,-1.285222688340264
Node063,0.292666445016732
Node064,-0.7270566964987806
Node065,1.2166547288885836
Node066,-0.568765893013559
Node067,-0.2573170487303777
Node068,-1.04960732685801
Node069,-1.2522948864048797
Node070,-1.416378144202916
Node071,1.049481720449118
Node072,0.09383331924060244
Node073,-0.9136139616046381
Node074,0.6001342124224586
Node075,1.1112749535457438
Node076,-1.6903626618635585
Node077,1.4817812953909295
Node078,-1.3528858491740683
Node079,-0.23786651556613533
Node080,-0.9280527318843761
Node081,-1.085847957562691
Node082,-0.2928461233546761
Node083,0.04556239931062141
Node084,0.8654423750888832
Node085,-0.9254591767320584
Node086,1.1909843254187145
Node087,0.5888275101773838
Node088,1.224440061853566
Node089,-0.08635950078170525
Node090,-0.45591626903469756
Node091,-1.154546759861439
Node092,0.2943629553223521
Node093,-1.2782323174771142
Node094,-0.35273858880075687
Node095,0.545008797737645
Node096,-0.12218353254527363
Node097,0.17310150280981537
Node098,1.1570518864835455
Node099,-0.002624396021203791
Node100,2.2715033177021073
Node101,-0.8106498850567561
Node102,0.4433056759944212
Node103,-0.19786451733447816
Node104,-0.40573068070368934
Node105,-0.5890363171484444
Node106,-0.15588440433021825
Node107,0.9284184339982006
Node108,-0.9588684976105916
Node109,-0.4703160855487234
Node110,0.40274695368835006
Node111,-0.7428356993581623
Node112,0.22860948038197554
Node113,2.2154357036088945
Node114,-0.04793578326495684
Node115,0.06409299026777272
Node116,-2.628668011650361
Node117,-0.5463459859192203
Node118,0.3888188661054237
Node119,-1.2294409232719372
Node120,0.8520136713936741
Node121,-0.6721040623035143
Node122,-0.0628417356235323
Node123,1.194973097332431
Node124,0.7462369041339363
Node125,-0.8673781593276739
Node126,-0.35556562098457833
Node127,0.5140473850625676
Node128,-1.148637826440002
Node129,-0.26574722317119964
Node130,0.38263887644175737
Node131,-0.848446006099436
Node132,-1.1175859150264378
Node133,0.19174672443144408
Node134,-2.1961690586986147
Node135,-1.7525319869986309
Node136,-0.508087874226519
Node137,1.0937567545696956
Node138,0.09067413481529663
Node139,0.2691327816304339
Node140,0.18553236596141487
Node141,-1.3269954293436288
Node142,-0.25742286824579225
Node143,0.10632941162330427
Node144,0.6664897192219666
Node145,-1.602285210517191
Node146,-1.625005426916304
Node147,-0.36815460697606983
Node148,1.3329894381138987
Node149,-0.39650520290707525
Node150,0.5609946021488248
Node151,-0.7776845337938845
Node152,0.9052462525724997
Node153,0.6831455026503107
Node154,-0.07884454278966305
Node155,-0.7088524374506521
Node156,0.1916748330024319
Node157,0.26081140610496434
Node158,1.8526846883949124
Node159,1.8052023220671443
Node160,0.41857143223702076
Node161,1.8740717244701142
Node162,0.9880483798996604
Node163,0.33881134122247675
Node164,1.3556444578080826
Node165,-0.12606259308330095
Node166,-0.6314347459650128
Node167,1.0757843992663443
Node168,-1.4975698399420423
Node169,-0.4362757490205065
Node170,-0.6724126150436578
Node171,0.1861212226030873
Node172,1.1095560470514976
Node173,-0.11751230254139068
Node174,-1.4467508285472328
Node175,0.8637409423128294
Node176,-2.1421925172815945
Node177,1.5866456511177627
Node178,0.5408181844977715
Node179,-1.4135035430838365
Node180,0.3750435616226458
Node181,-0.1649452877987308
Node182,0.5938790361958157
Node183,-0.7291189116186658
Node184,1.005389670428429
Node185,-0.3437156992493822
Node186,0.5912616805800716
Node187,-0.7233470138850544
Node188,-0.1519237053190357
Node189,0.35099552049750976
Node190,0.030353115071905704
Node191,0.5050267854800187
Node192,-1.3131675124538935
Node193,0.6732078820349554
Node194,0.5846145067148165
Node195,1.5811065824125121
Node196,1.4217886731975213
Node197,2.1526385466002727
Node198,-0.7338446924788448
Node199,-1.7363987812773287
